"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.000351917E0,1.166078058E1,-1.876640475E-1,-1.054352970E1,1.572180142E1
2.010294917E0,9.823336329E0,-2.023177546E-1,-5.892328091E0,1.145680581E1
2.020237917E0,7.495077968E0,-3.589558911E-1,-4.396862926E0,8.696979169E0
2.030180917E0,5.006945035E0,-4.208551008E-1,-3.878623326E0,6.347466936E0
2.040123917E0,1.566822245E0,8.919097173E-1,-1.796931523E0,2.545466125E0
2.050066917E0,-3.578644499E0,2.242590805E0,-4.875583827E-2,4.223539641E0
2.060009917E0,-1.589418225E1,-5.780060381E-1,2.839568719E0,1.615618368E1
2.069952917E0,-1.629869380E1,1.186365557E0,2.871661162E0,1.659220663E1
2.079895917E0,-8.809713310E0,7.333914086E0,4.741843972E0,1.240493566E1
2.089838917E0,-4.270571254E0,7.093007047E0,1.223710554E1,1.477481911E1
2.099781917E0,-2.183184264E0,3.943334754E0,3.358966945E0,5.621284680E0
2.109724917E0,-1.872576660E-1,2.090395968E0,2.833395814E0,3.526039219E0
2.119668375E0,2.896260399E-1,-3.819699472E-1,3.842870818E0,3.872652890E0
2.129611375E0,1.545177022E0,-3.430381914E0,1.515393645E0,4.056046105E0
2.139554375E0,3.686700459E0,-5.952908168E0,1.674173031E0,7.199425760E0
2.149497375E0,2.363751546E0,-7.189943942E0,4.610985625E-1,7.582560725E0
2.159440375E0,-2.014569275E0,-8.082978079E0,4.914561367E-1,8.344732059E0
2.169384375E0,-3.058599570E0,-7.106048677E0,1.692226310E0,7.919254322E0
2.179327375E0,-2.299597650E0,-4.679627551E0,2.683132896E0,5.863980347E0
2.189270375E0,-1.883377637E0,-3.760759538E0,3.182699998E0,5.274467073E0
2.199213375E0,-2.415094777E0,-5.998059783E0,2.440155066E0,6.911133097E0
2.209156375E0,-1.698329633E0,-6.413429611E0,2.554818088E0,7.109395078E0
2.219099375E0,-1.000815863E0,-5.628846706E0,1.981288093E0,6.050706582E0
2.229042375E0,3.874218911E-1,-4.531153005E0,8.856607980E-1,4.633124035E0
2.238985375E0,2.597716770E0,-2.812017516E0,-5.099076104E-1,3.862069484E0
2.248928375E0,3.799610193E0,-8.356372833E-2,-1.682310601E0,4.156222982E0
2.258871375E0,4.776160111E0,1.536559103E-1,-3.579625954E0,5.970681495E0
2.268814375E0,6.729319004E0,1.281501218E0,-5.410981790E0,8.729530547E0
2.278757375E0,7.668460191E0,2.498336323E0,-6.025172153E0,1.006725710E1
2.288700375E0,6.205045370E0,3.017454468E0,-6.147483040E0,9.241166985E0
2.298643375E0,5.452933223E0,4.329870792E0,-6.104086175E0,9.259704631E0
2.308586375E0,5.175901501E0,5.656557831E0,-5.422220138E0,9.390797307E0
2.318529375E0,3.889461433E0,6.850075702E0,-4.836711538E0,9.243658684E0
2.328472375E0,3.636239573E0,7.931262714E0,-4.404184810E0,9.773638540E0
