"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.971874296E1,8.126906895E-1,7.582655810E0,-1.084265498E0,7.702776574E0
5.972881696E1,1.218924901E0,7.753657047E0,2.050033808E-1,7.851560475E0
5.973888996E1,1.543513782E0,8.199111968E0,5.319983912E-1,8.360077401E0
5.974896296E1,1.836263989E0,8.721881114E0,3.851210117E-1,8.921400888E0
5.975903696E1,1.973138829E0,9.083126190E0,8.129208505E-1,9.330450071E0
5.976910996E1,1.963760772E0,9.416868888E0,1.398614223E0,9.720591431E0
5.977918296E1,1.904824931E0,9.737039028E0,1.346742404E0,1.001259218E1
5.978925987E1,1.771697864E0,1.006493743E1,9.306487636E-1,1.026196794E1
5.979933387E1,1.458978539E0,1.022261462E1,8.414950240E-1,1.036043348E1
5.980940687E1,9.287965849E-1,1.001522557E1,8.627145696E-1,1.009513164E1
5.981947987E1,4.121184835E-1,9.099693691E0,6.976687948E-1,9.135699681E0
5.982955387E1,1.766578335E-1,7.948632452E0,6.532965410E-1,7.977390690E0
5.983962687E1,7.950459123E-2,7.048864077E0,6.992252505E-1,7.083905823E0
5.984969987E1,6.777489390E-3,6.090120685E0,7.444664005E-1,6.135458101E0
5.985977387E1,1.641924650E-2,4.957336673E0,8.077076192E-1,5.022733129E0
5.986984687E1,-7.697596282E-2,3.556518635E0,7.150595105E-1,3.628506607E0
5.987991987E1,-1.593466033E-1,1.838296189E0,5.758806117E-1,1.932967329E0
5.988999287E1,-2.261890491E-1,9.693514109E-3,5.812214585E-1,6.237578328E-1
5.990006687E1,-3.754442353E-1,-1.905576591E0,5.881200035E-1,2.029301766E0
5.991013987E1,-4.833288724E-1,-3.873246519E0,5.081803795E-1,3.936228232E0
5.992021287E1,-4.957284048E-1,-5.995858891E0,6.863333094E-1,6.055338463E0
5.993028687E1,-3.800538877E-1,-8.013710209E0,1.340333855E0,8.133909706E0
5.994035987E1,-4.437136209E-1,-1.005042932E1,1.856446531E0,1.023007356E1
5.995043287E1,-8.761046934E-1,-1.207300577E1,1.803056774E0,1.223830223E1
5.996050587E1,-2.003258275E0,-1.300387081E1,5.885468137E-1,1.317042471E1
5.997057987E1,-3.645048988E0,-1.167626284E1,-1.026130214E0,1.227495170E1
5.998065287E1,-4.494791217E0,-6.977619263E0,-1.683816844E0,8.469094274E0
5.999072587E1,-4.279493521E0,-3.007061627E0,-1.484923804E0,5.437047280E0
6.000079987E1,-3.883457219E0,-5.450107849E-1,-1.330674255E0,4.141131573E0
6.001087287E1,-3.467673701E0,1.531530206E0,-1.245669773E0,3.990242956E0
6.002094587E1,-3.093270343E0,3.332004849E0,-1.220263621E0,4.707400667E0
6.003101987E1,-2.605146827E0,4.692198188E0,-1.003513184E0,5.459904077E0
6.004109287E1,-2.124954474E0,5.793352856E0,-7.515426278E-1,6.216364303E0
6.005116587E1,-1.705139301E0,6.518260247E0,-5.746993645E-1,6.762063002E0
6.006123888E1,-1.339435430E0,6.903580064E0,-5.391986160E-1,7.052959671E0
6.007131287E1,-9.314749020E-1,6.880797558E0,-5.441021276E-1,6.964845128E0
6.008138587E1,-2.893945084E-1,5.424820980E0,-3.232609419E-1,5.442143831E0
6.009145887E1,1.337120627E-1,3.295622304E0,5.558807953E-1,3.344848090E0
6.010153287E1,4.618698102E-1,1.532969205E0,8.356548250E-1,1.806000358E0
6.011160587E1,8.791861761E-1,-3.997121537E-1,6.006891052E-1,1.137350227E0
6.012167887E1,1.304585733E0,-2.345859066E0,3.608188140E-1,2.708355388E0
6.013175188E1,1.789334236E0,-3.941312787E0,1.104492259E-1,4.329880197E0
6.014182587E1,2.262645001E0,-5.165156073E0,-4.084268439E-1,5.653778572E0
6.015189887E1,2.722613004E0,-5.756303728E0,-9.358959818E-1,6.436113382E0
6.016197188E1,2.909402601E0,-4.814079305E0,-1.012680448E0,5.715374418E0
6.017204587E1,2.429128679E0,-2.435335498E0,-1.012367038E0,3.585583934E0
6.018211887E1,2.175882553E0,-2.889992183E-1,-1.407861010E0,2.607692094E0
6.019219188E1,2.046298606E0,1.191025203E0,-1.502416334E0,2.804128004E0
6.020226587E1,1.869573530E0,2.012968892E0,-1.191359664E0,2.994442652E0
6.021233887E1,1.631141617E0,2.224003676E0,-7.239496171E-1,2.851476526E0
6.022241188E1,1.364013909E0,1.940528907E0,-3.144632578E-1,2.392712587E0
6.023248487E1,1.047361161E0,1.421365154E0,1.214969186E-1,1.769747385E0
6.024255887E1,7.017091477E-1,7.846431309E-1,5.253149871E-1,1.176442267E0
6.025263187E1,4.201376474E-1,2.263702762E-1,6.049482171E-1,7.705332505E-1
6.026270488E1,2.314427358E-1,-1.693043751E-1,2.636474454E-1,3.895377862E-1
6.027277887E1,1.468346765E-1,-5.127271378E-1,-1.839125105E-1,5.641572047E-1
6.028285187E1,2.367783201E-1,-8.104813921E-1,-5.840818799E-1,1.026691630E0
6.029292488E1,4.755613580E-1,-1.034536171E0,-9.221994638E-1,1.465222012E0
6.030299887E1,8.345564255E-1,-1.179044259E0,-1.274548001E0,1.926422176E0
6.031307187E1,1.144738352E0,-1.201484703E0,-1.493646680E0,2.232705039E0
6.032314488E1,1.405119835E0,-1.033262063E0,-1.419984627E0,2.249077273E0
6.033321787E1,1.604290911E0,-7.362024575E-1,-1.210002927E0,2.140058519E0
6.034329187E1,1.764682375E0,-4.335763031E-1,-9.606858373E-1,2.055482808E0
6.035336488E1,1.929353124E0,-3.022267896E-1,-7.589405251E-1,2.095169499E0
6.036343787E1,2.026666580E0,-3.260126781E-1,-6.475838113E-1,2.152446628E0
6.037351187E1,2.050757985E0,-3.665432382E-1,-7.227439213E-1,2.205067127E0
6.038358487E1,2.026774461E0,-4.945744568E-1,-8.048598790E-1,2.236116731E0
6.039365787E1,1.946603580E0,-6.308771467E-1,-7.782386756E-1,2.189275430E0
6.040373087E1,1.822896084E0,-6.956262892E-1,-6.189429796E-1,2.046933433E0
6.041380487E1,1.685141239E0,-6.971471500E-1,-3.715016405E-1,1.861109511E0
6.042387788E1,1.515079649E0,-6.403829652E-1,-1.193954293E-1,1.649185239E0
6.043395087E1,1.291170174E0,-5.352658153E-1,4.563744508E-2,1.398467978E0
6.044402487E1,1.098162940E0,-3.944952679E-1,8.175580580E-2,1.169731752E0
6.045409788E1,9.061412555E-1,-2.408509058E-1,-1.748792566E-2,9.377670080E-1
6.046417087E1,7.665138388E-1,-4.743261337E-3,-1.477076840E-1,7.806302092E-1
6.047424487E1,6.156135750E-1,2.870936108E-1,-1.046534657E-1,6.872809927E-1
6.048431788E1,3.560872471E-1,6.412004060E-1,-6.503974915E-2,7.363193989E-1
6.049439087E1,1.946224534E-1,1.050375693E0,-7.724866234E-2,1.071043581E0
6.050446387E1,1.044750526E-1,1.464941529E0,-1.221470924E-1,1.473732890E0
6.051453787E1,-3.392189071E-3,1.875547630E0,-1.674570934E-1,1.883011497E0
6.052461087E1,-1.479069279E-1,2.153386853E0,-8.720062338E-2,2.160221133E0
6.053468387E1,-2.952281110E-1,2.387288927E0,-1.548693538E-2,2.405524455E0
6.054475787E1,-3.215474519E-1,2.603438271E0,1.900064421E-1,2.630092402E0
6.055483088E1,-3.173851115E-1,2.776173792E0,6.566130817E-1,2.870368438E0
6.056490387E1,-3.611759327E-1,2.990009977E0,6.589788651E-1,3.082995436E0
6.057497787E1,-6.414921820E-1,3.259736772E0,6.923208582E-1,3.393627000E0
6.058505088E1,-9.725436983E-1,3.660010843E0,3.004743791E-1,3.798921619E0
6.059512387E1,-1.129822105E0,4.128790893E0,-1.284180558E0,4.469063877E0
6.060519687E1,-1.376531336E0,4.789276001E0,-1.794085830E0,5.296295601E0
6.061527088E1,-1.927564168E0,5.622689588E0,-7.163492601E-1,5.986927266E0
6.062534387E1,-2.458014217E0,5.931227862E0,3.672533825E-2,6.420486476E0
6.063541687E1,-2.414360074E0,4.824503721E0,-1.826421663E-2,5.394933207E0
6.064549087E1,-1.537144410E0,2.792356546E0,-3.482353136E-2,3.187676379E0
6.065556387E1,-8.336594626E-1,7.812365431E-1,9.089555204E-1,1.459972183E0
6.066563687E1,-4.615341800E-1,-8.244796264E-1,1.668847972E0,1.917767976E0
6.067570987E1,-3.235673726E-2,-2.237372165E0,1.108608553E0,2.497177224E0
6.068578388E1,4.349732029E-1,-3.693590818E0,-1.971915007E-2,3.719167066E0
6.069585687E1,8.578607959E-1,-4.567623843E0,2.998323548E-1,4.657146353E0
6.070592987E1,1.468719415E0,-4.771633782E0,6.386222224E-1,5.033235938E0
6.071600388E1,2.253723612E0,-4.628514993E0,-2.132606725E-1,5.152465552E0
6.072607687E1,2.600677800E0,-3.797547296E0,-8.075821964E-1,4.673016102E0
6.073614987E1,2.332707801E0,-2.578204612E0,5.400488377E-2,3.477295102E0
6.074622388E1,1.792268369E0,-1.855125645E0,5.035225971E-1,2.628165153E0
6.075629687E1,7.171642157E-1,-2.316568024E0,-1.121246578E0,2.671704664E0
6.076636987E1,-8.050946447E-1,-2.999760209E0,-1.417699243E0,3.414177769E0
6.077644287E1,-2.119798107E0,-3.019533153E0,-8.562099807E-1,3.787376402E0
6.078651296E1,-2.799787772E0,-3.407616949E0,-1.313360796E0,4.601693321E0
6.079658596E1,-2.731160464E0,-4.474017522E0,-1.493694773E0,5.450430656E0
6.080665896E1,-2.318593499E0,-5.940974001E0,-1.883522648E0,6.649714690E0
6.081673296E1,-1.234275011E0,-8.968085146E0,-4.993512812E0,1.033852776E1
6.082680596E1,1.256060860E-1,-1.284668362E1,-2.123467820E0,1.302160407E1
6.083687896E1,1.820263376E0,-1.716931498E1,1.931347024E0,1.737322183E1
6.084695196E1,3.850447933E0,-2.156321453E1,1.351539459E0,2.194595246E1
6.085702596E1,5.747839299E0,-2.538770288E1,-2.374833773E0,2.613834251E1
6.086709896E1,7.091271594E0,-2.692270457E1,-2.439136773E0,2.794758563E1
6.087717196E1,7.863950737E0,-2.397818944E1,-6.167396756E-1,2.524233860E1
6.088724596E1,6.760208675E0,-1.651433561E1,1.167236464E0,1.788256533E1
6.089731896E1,5.093884946E0,-1.086148491E1,5.025214076E-1,1.200716645E1
6.090739196E1,3.584633217E0,-7.581655351E0,-9.970134187E-1,8.445420588E0
6.091746596E1,2.208771241E0,-4.874548286E0,-1.206401115E0,5.485917884E0
6.092753896E1,1.213678048E0,-2.265627666E0,-7.126084308E-1,2.667188388E0
6.093761196E1,5.550179290E-1,5.469543993E-2,-1.121705731E-1,5.688749688E-1
6.094768496E1,1.856372564E-1,2.254616189E0,8.850697906E-1,2.429218781E0
6.095775896E1,6.100926340E-2,4.430480323E0,2.082980529E0,4.896088838E0
6.096783196E1,2.586515844E-3,6.413797401E0,2.516246345E0,6.889724193E0
6.097790496E1,1.172894815E-2,7.849891106E0,2.473304393E0,8.230319713E0
6.098797896E1,1.059202650E-1,8.950503153E0,2.111274036E0,9.196749635E0
6.099805196E1,2.215764365E-1,9.746695704E0,1.397602655E0,9.848881482E0
6.100812496E1,3.034251947E-1,1.039238970E1,4.112382583E-1,1.040494821E1
6.101819896E1,4.292350013E-1,1.083350014E1,-5.160086683E-1,1.085427256E1
6.102827196E1,6.597078668E-1,1.102287625E1,-7.937595248E-1,1.107109161E1
6.103834496E1,6.911433752E-1,1.161304274E1,-4.086852908E-2,1.163366284E1
6.104841796E1,7.854716083E-1,1.169590363E1,8.060175546E-1,1.174992731E1
6.105849196E1,8.311749076E-1,1.143784028E1,1.083056220E0,1.151903003E1
6.106856496E1,8.243637785E-1,1.161199843E1,1.043783981E0,1.168792403E1
6.107863796E1,7.899400505E-1,1.174485769E1,9.832044880E-1,1.181238243E1
6.108871196E1,7.223108619E-1,1.217425850E1,1.194508828E0,1.225402605E1
6.109878496E1,6.325097624E-1,1.243418244E1,1.554843785E0,1.254697177E1
6.110885796E1,4.916042905E-1,1.240958203E1,1.884817367E0,1.256152608E1
6.111893096E1,3.232249450E-1,1.246697947E1,2.082137653E0,1.264378696E1
6.112900496E1,2.100184280E-1,1.275851696E1,2.448335759E0,1.299300623E1
6.113907796E1,1.962932222E-1,1.303340159E1,2.712942002E0,1.331420829E1
6.114915096E1,2.633866962E-1,1.343090700E1,2.746826909E0,1.371144389E1
6.115922496E1,3.916351023E-1,1.396147867E1,2.922230515E0,1.426939718E1
6.116929796E1,5.931079343E-1,1.413032755E1,3.473971152E0,1.456318678E1
6.117937096E1,6.951725453E-1,1.345215812E1,3.547214545E0,1.392934148E1
6.118944396E1,6.589113298E-1,1.256746738E1,3.012746582E0,1.294032621E1
6.119951796E1,5.993431127E-1,1.184817098E1,2.691505525E0,1.216480866E1
6.120959096E1,4.876794201E-1,1.124529848E1,2.556430750E0,1.154252604E1
6.121966396E1,2.976086587E-1,1.076061927E1,2.377052207E0,1.102405893E1
6.122973796E1,1.206011617E-1,1.037156308E1,2.278728937E0,1.061962669E1
6.123981096E1,2.071140429E-2,1.007143369E1,2.294073493E0,1.032942296E1
6.124988396E1,-5.720069775E-2,9.828463168E0,2.337342742E0,1.010272890E1
6.125995796E1,-2.203426922E-1,9.591367929E0,2.179529900E0,9.838355566E0
6.127003096E1,-3.697463429E-1,9.287999178E0,1.644223008E0,9.439656265E0
6.128010396E1,-5.042501735E-1,8.748164349E0,3.112018271E-1,8.768209297E0
6.129017696E1,-1.034989696E0,4.949020763E0,-1.293438601E1,1.388748903E1
6.130025096E1,-1.842474901E0,2.195038909E0,-2.174508633E1,2.193311854E1
6.131032396E1,-2.753678969E0,3.668726118E0,-9.344211971E0,1.040944747E1
6.132039696E1,-3.701699152E0,-1.375452232E0,4.797783115E0,6.213949491E0
6.133047096E1,-3.346466475E0,-1.540179992E1,1.882534936E1,2.455214974E1
6.134054396E1,-2.392900646E0,-2.715546118E1,2.150485230E1,3.472180465E1
6.135061696E1,7.606461579E-1,-3.781848574E1,9.651699500E0,3.903808076E1
6.136069096E1,7.345476370E0,-4.961635663E1,-1.210480644E1,5.159714340E1
6.137076396E1,1.247735360E1,-5.549491336E1,-9.542892172E0,5.767526812E1
6.138083696E1,1.585626657E1,-4.862942615E1,-4.207796351E-1,5.115094655E1
6.139090996E1,1.008587865E1,-2.769437799E1,2.298321787E0,2.956325090E1
6.140098396E1,3.831438050E0,-1.380302147E1,2.424930378E0,1.452871662E1
6.141105696E1,1.165161799E0,-7.981165776E0,1.836141928E-1,8.067857419E0
6.142112996E1,-5.214722335E-1,-3.252231286E0,1.129441232E0,3.482036635E0
6.143120396E1,-1.702144942E0,1.317870022E0,9.730586187E-1,2.362397484E0
6.144127696E1,-2.229184309E0,4.482615852E0,-8.785092147E-1,5.082802967E0
6.145134996E1,-2.365538747E0,6.664659909E0,-1.674572396E0,7.267575798E0
6.146142396E1,-2.165500529E0,7.812849580E0,-1.101744068E0,8.181922213E0
6.147149696E1,-1.536848541E0,8.413739281E0,1.802345753E-2,8.552966560E0
6.148156996E1,-1.084033875E0,8.761404784E0,7.037462445E-1,8.856218268E0
6.149164296E1,-7.043933851E-1,8.943263716E0,1.718807752E0,9.134135756E0
6.150171696E1,-3.752067652E-1,8.979155679E0,2.522963626E0,9.334418155E0
6.151178996E1,-6.123408884E-2,8.750756419E0,2.420245589E0,9.079486562E0
6.152186296E1,1.149474889E-1,8.338035380E0,1.476658180E0,8.468563415E0
6.153193696E1,8.062276158E-2,8.215402896E0,7.532982543E-2,8.216143825E0
6.154200996E1,1.126502641E-2,7.455670073E0,-9.529266552E-1,7.516329713E0
6.155208296E1,-5.270099122E-2,6.141049349E0,-9.473248764E-1,6.213910920E0
6.156215696E1,2.969888538E-2,4.905078937E0,-3.302776372E-1,4.916275493E0
6.157222996E1,2.110556144E-1,3.682426729E0,5.740701310E-1,3.732876586E0
6.158230296E1,4.235038894E-1,2.361447158E0,1.573968712E0,2.869349357E0
6.159237596E1,6.333519807E-1,1.034473606E0,2.356189342E0,2.650075204E0
6.160244996E1,8.558549085E-1,-2.874163771E-1,2.658062375E0,2.807203481E0
6.161252296E1,1.096359367E0,-1.550985062E0,2.435235511E0,3.088354014E0
6.162259596E1,1.301437300E0,-2.477011528E0,1.730661228E0,3.290062832E0
6.163266996E1,1.290643047E0,-2.984367998E0,8.611334825E-1,3.363593718E0
6.164274296E1,9.005179882E-1,-3.381943579E0,5.510993443E-2,3.500216011E0
6.165281596E1,2.767697668E-1,-3.640617968E0,-2.299826860E-1,3.658359294E0
6.166288896E1,-2.687736994E-1,-3.498984371E0,-5.392185330E-2,3.509706327E0
6.167296296E1,-7.986738903E-1,-2.874822752E0,-1.311172329E-2,2.983732186E0
6.168303596E1,-1.396335417E0,-1.952857177E0,-1.482455548E-1,2.405281791E0
6.169310896E1,-2.015561840E0,-9.120375878E-1,-2.422326028E-1,2.225528865E0
6.170318296E1,-2.662856507E0,1.884294480E-1,-4.470360088E-1,2.706686466E0
6.171325596E1,-3.170242213E0,1.097139970E0,-3.335263503E-1,3.371259650E0
6.172332896E1,-3.422116290E0,1.640405361E0,1.101568651E-1,3.796570055E0
6.173340296E1,-3.210310258E0,1.731783308E0,5.215353835E-1,3.684720415E0
6.174347596E1,-2.683760303E0,1.749220875E0,6.921781862E-1,3.277415700E0
6.175354896E1,-1.987675884E0,1.874216219E0,5.860605776E-1,2.794102514E0
6.176362196E1,-1.186968113E0,1.876364486E0,4.656313241E-1,2.268578744E0
6.177369596E1,-6.320161843E-1,1.667949840E0,4.544456005E-1,1.840658015E0
6.178376896E1,-2.520530015E-1,1.216154782E0,4.363028598E-1,1.316405468E0
6.179384171E1,6.277103404E-2,5.658859295E-1,2.273701684E-1,6.130777123E-1
6.180391571E1,3.185191789E-1,-2.743186140E-1,-1.618637931E-1,4.504498383E-1
6.181398871E1,5.778595653E-1,-1.147897895E0,-8.133406806E-1,1.520892605E0
6.182406171E1,8.257505187E-1,-1.926694980E0,-1.665348998E0,2.677200917E0
6.183413571E1,1.007399828E0,-2.422086877E0,-2.366786250E0,3.533134077E0
6.184420871E1,1.041846360E0,-2.593453565E0,-2.808135257E0,3.961952657E0
6.185428171E1,8.907288721E-1,-2.456013007E0,-2.950620793E0,3.941010134E0
6.186435471E1,6.974333712E-1,-2.020603017E0,-2.747984365E0,3.481474965E0
6.187442871E1,6.028897414E-1,-1.319802527E0,-2.222003928E0,2.653800333E0
6.188450171E1,6.724692687E-1,-6.439439195E-1,-1.480684572E0,1.749087045E0
6.189457471E1,8.408512455E-1,-1.757918608E-1,-6.159363413E-1,1.057029409E0
6.190464871E1,1.089018772E0,9.757424176E-2,1.256402830E-1,1.100576258E0
6.191472171E1,1.405676782E0,2.378711647E-1,5.550516236E-1,1.529899413E0
6.192479471E1,1.780270467E0,2.270345199E-1,5.014396727E-1,1.863424094E0
6.193486871E1,2.116088634E0,2.110061324E-1,1.332615530E-1,2.130754170E0
6.194494171E1,2.373964585E0,1.664047408E-1,-3.252373374E-1,2.401911263E0
6.195501471E1,2.524380114E0,1.635530537E-1,-6.356332719E-1,2.608308689E0
6.196508771E1,2.536186520E0,1.311588943E-1,-6.605014801E-1,2.624063056E0
6.197516171E1,2.359852037E0,5.875048399E-2,-4.931962681E-1,2.411554647E0
6.198523471E1,2.097475777E0,-4.896867692E-2,-1.977118846E-1,2.107342534E0
6.199530771E1,1.830245157E0,-1.145206422E-1,6.383991877E-2,1.834935380E0
6.200538171E1,1.454084711E0,-1.258841211E-1,2.316081937E-1,1.477786018E0
6.201545471E1,1.014429350E0,-2.529061103E-1,3.841515434E-1,1.113822614E0
6.202552771E1,5.465111804E-1,-5.747105473E-1,3.578811729E-1,8.700836842E-1
6.203560171E1,1.053539622E-1,-9.159084445E-1,1.922096729E-2,9.221481343E-1
6.204567471E1,-2.495430842E-1,-1.004058729E0,-4.051348615E-1,1.111098527E0
6.205574771E1,-4.978801802E-1,-8.077244300E-1,-6.163129020E-1,1.131434939E0
6.206582071E1,-5.980801141E-1,-4.528633440E-1,-6.747511446E-1,1.008996600E0
6.207589471E1,-5.601553658E-1,-5.879960060E-2,-6.692804897E-1,8.747387042E-1
6.208596771E1,-3.881682882E-1,2.217825508E-1,-6.680081356E-1,8.038015856E-1
6.209604071E1,-1.508973219E-1,3.978907460E-1,-5.597902071E-1,7.031728973E-1
6.210611471E1,1.245032828E-1,4.729035062E-1,-5.136943038E-1,7.092394739E-1
6.211618771E1,3.992379445E-1,4.856650543E-1,-4.889336479E-1,7.964405774E-1
6.212626071E1,7.164248353E-1,3.504575479E-1,-5.978883255E-1,9.967725354E-1
6.213633371E1,1.004913884E0,1.412336469E-1,-7.264066172E-1,1.247984548E0
6.214640771E1,1.219741172E0,-1.219986463E-1,-8.281434187E-1,1.479349086E0
6.215648071E1,1.386024291E0,-3.887258202E-1,-9.152389383E-1,1.705823382E0
6.216655371E1,1.413094853E0,-6.333230370E-1,-9.007191324E-1,1.791432412E0
6.217662771E1,1.335452015E0,-7.978578383E-1,-8.160116887E-1,1.756668520E0
6.218670071E1,1.194945177E0,-8.833037853E-1,-7.683253062E-1,1.672854844E0
6.219677371E1,1.080328056E0,-8.293947959E-1,-6.917630339E-1,1.527593051E0
6.220684771E1,9.800351509E-1,-6.241569418E-1,-5.100713325E-1,1.268941901E0
6.221692071E1,8.574912518E-1,-3.055129248E-1,-1.217717012E-1,9.183995543E-1
6.222699371E1,8.125887287E-1,7.187397480E-3,3.114075029E-1,8.702452146E-1
6.223706671E1,9.137505296E-1,2.167749953E-1,6.916063285E-1,1.166297879E0
6.224714071E1,1.015999620E0,4.604734951E-1,8.258981609E-1,1.387947708E0
6.225721371E1,1.063155660E0,7.304476279E-1,8.419990540E-1,1.540394788E0
6.226728671E1,1.063824289E0,9.549555659E-1,8.463131297E-1,1.661297133E0
6.227736071E1,1.029860664E0,1.155552485E0,7.305313162E-1,1.711604667E0
6.228743371E1,8.182269794E-1,1.440565072E0,6.371209498E-1,1.775005978E0
6.229750671E1,4.535484914E-1,1.797341706E0,7.095012204E-1,1.984826295E0
6.230758071E1,6.545402437E-2,2.189039081E0,8.798715428E-1,2.360158948E0
6.231765371E1,-2.844647026E-1,2.530157456E0,1.241263311E0,2.832552122E0
6.232772671E1,-5.408475673E-1,2.769508551E0,1.596299229E0,3.242046411E0
6.233779971E1,-7.771382296E-1,3.053444665E0,1.248056460E0,3.388969324E0
6.234787371E1,-1.336350001E0,3.353926646E0,3.990362886E-1,3.632338810E0
6.235794671E1,-1.990460036E0,3.583780108E0,-6.595976467E-1,4.152165709E0
6.236801971E1,-2.095294619E0,3.551010557E0,-1.954253053E0,4.562788677E0
6.237809371E1,-1.615022306E0,3.314252118E0,-2.919072726E0,4.702504623E0
6.238816671E1,-1.549620321E0,3.192247624E0,-1.986093335E0,4.066489244E0
6.239823971E1,-1.907142768E0,3.220088557E0,-4.801334421E-1,3.773154115E0
6.240831371E1,-2.214456342E0,2.900407829E0,-6.557487170E-1,3.707585312E0
6.241838671E1,-2.155226094E0,1.786405073E0,-1.779367218E0,3.316985122E0
6.242845971E1,-1.718239987E0,4.431628132E-1,-1.231794330E0,2.160106295E0
6.243853271E1,-1.263391806E0,-6.585976267E-1,6.690957177E-1,1.574038999E0
6.244860671E1,-8.609074876E-1,-1.526580538E0,1.027762903E0,2.031724987E0
6.245867971E1,-5.524583834E-1,-2.048709998E0,6.006903112E-1,2.205278162E0
6.246875271E1,-8.566317111E-2,-2.447161492E0,1.219813239E0,2.735668453E0
6.247882671E1,5.744319275E-1,-2.915464409E0,8.828569119E-1,3.099893722E0
6.248889971E1,1.276147215E0,-3.188451612E0,-7.192895325E-1,3.508867741E0
6.249897271E1,1.593627051E0,-2.898082391E0,1.012642734E-1,3.308894555E0
6.250904571E1,1.533937504E0,-2.507760866E0,9.004678483E-1,3.074519665E0
6.251911971E1,1.664262001E0,-2.649278103E0,-1.302139843E0,3.388806669E0
6.252919271E1,1.632428005E0,-2.738427676E0,-2.072405109E0,3.802455820E0
6.253926571E1,8.423361459E-1,-2.350850834E0,-4.908002253E-1,2.544978327E0
6.254933971E1,-5.522622094E-1,-2.721562552E0,-1.039108840E0,2.965070564E0
6.255941271E1,-2.180141665E0,-4.001308143E0,-2.231332430E0,5.073689875E0
6.256948571E1,-3.303781509E0,-4.741466242E0,-1.956977563E0,6.101330639E0
6.257955971E1,-3.584701629E0,-5.346862977E0,-8.455012438E-1,6.492603624E0
6.258963271E1,-2.914995170E0,-7.463501834E0,-2.203407298E0,8.309997604E0
6.259970571E1,-1.249221079E0,-1.113169059E1,-4.820411839E0,1.219473079E1
6.260977971E1,1.180046179E0,-1.503665650E1,-2.677294744E0,1.531866361E1
6.261985271E1,3.809756282E0,-1.847147002E1,1.854203539E0,1.895118778E1
6.262992571E1,6.352293463E0,-2.262591557E1,-8.062924469E-1,2.351454433E1
6.263999871E1,8.122332764E0,-2.517659266E1,-2.320951681E0,2.655597719E1
6.265007271E1,9.119660178E0,-2.494439973E1,1.498531736E-2,2.655920752E1
6.266014571E1,9.817057589E0,-2.143611712E1,7.357913983E-1,2.358862280E1
6.267021871E1,7.609472310E0,-1.256956770E1,4.870565455E-1,1.470154159E1
6.268029271E1,4.739420301E0,-6.830027938E0,4.648374183E-1,8.326311324E0
6.269036571E1,2.754790524E0,-3.812064763E0,9.823836851E-1,4.804767038E0
6.270043871E1,1.519146241E0,-1.461348415E0,1.499387623E0,2.586794877E0
6.271051271E1,8.535002348E-1,7.145554805E-1,2.150428162E0,2.421444499E0
6.272058571E1,4.420176360E-1,2.914653400E0,2.805868292E0,4.069825660E0
6.273065871E1,1.217890967E-1,5.112631704E0,3.069307576E0,5.964434971E0
6.274073171E1,-2.467462879E-2,6.818575582E0,2.726922694E0,7.343683625E0
6.275080571E1,-3.816598255E-2,8.028948053E0,2.195301010E0,8.323749756E0
6.276087871E1,-1.428679436E-2,8.950423046E0,1.504692070E0,9.076033002E0
6.277095171E1,4.115240683E-2,9.578112876E0,9.779993697E-1,9.628002002E0
6.278102571E1,9.232342383E-2,1.002397769E1,5.828714331E-1,1.004133414E1
6.279109862E1,1.673525745E-1,1.027105062E1,-2.107851076E-1,1.027457629E1
6.280117162E1,3.019585851E-1,1.036082643E1,-7.727892168E-1,1.039399376E1
6.281124562E1,3.816917659E-1,1.049826640E1,-7.708068645E-1,1.053344337E1
6.282131862E1,3.950537501E-1,1.055713967E1,-3.026238886E-1,1.056886213E1
6.283139162E1,3.854978648E-1,1.068551997E1,-4.970601082E-2,1.069258698E1
6.284146462E1,2.963483644E-1,1.131578199E1,3.017287530E-2,1.131970206E1
6.285153862E1,3.329573431E-1,1.161174232E1,-3.289853295E-1,1.162117256E1
6.286161162E1,3.781498151E-1,1.168079911E1,-8.531134415E-1,1.171801466E1
6.287168462E1,3.838585979E-1,1.172846210E1,-1.116371243E0,1.178772478E1
6.288175862E1,3.610123569E-1,1.173099277E1,-2.487730059E-1,1.173918266E1
6.289183162E1,2.939021087E-1,1.153967305E1,1.156301221E0,1.160118378E1
6.290190462E1,2.455584991E-1,1.120147126E1,2.465524088E0,1.147223023E1
6.291197862E1,2.672946462E-1,1.113161575E1,3.455471439E0,1.165867053E1
6.292205162E1,3.089612471E-1,1.103425961E1,4.197065029E0,1.180955956E1
6.293212462E1,3.484582387E-1,1.090495662E1,4.750183856E0,1.189973734E1
6.294219763E1,3.865232471E-1,1.078582545E1,5.023361678E0,1.190451987E1
6.295227162E1,4.798451744E-1,1.072654755E1,5.151000549E0,1.190889921E1
6.296234462E1,5.802882794E-1,1.063079471E1,5.116306679E0,1.181216004E1
6.297241762E1,6.230409276E-1,1.050015505E1,4.947429736E0,1.162404822E1
6.298249162E1,6.590863077E-1,1.042946104E1,4.683353105E0,1.145171816E1
6.299256462E1,6.817147399E-1,1.035681991E1,4.395059645E0,1.127142418E1
